,stream,year,date,doy,fishnum,pm,month,day,mag,old.id,id.1,stream_month_year,otorad,TL,FL,wht,totP,totN,PO4,NO3,afdm,chloro,drift.biomass,hess.biomass,hess.den.sep,shann.sep,drift.den.sep,drift.den.jul,hess.den.jul,shann.jul,oni,pre.oni,gr7d,standardized_by_doy,gr7d_standardized_by_fl,gr14d,gr21d,gr28d,gr50d,gr75d,gr100d,gr125d,otocapt,daily_max,daily_max_100day,daily_max_125day,daily_max_14day,daily_max_21day,daily_max_28day,daily_max_50day,daily_max_75day,daily_max_7day,daily_mean,daily_mean_100day,daily_mean_125day,daily_mean_14day,daily_mean_21day,daily_mean_28day,daily_mean_50day,daily_mean_75day,daily_mean_7day,depth_7day_average,CPUE
127,BVA,2015,9/9/2015,252,C10,No,9,9,_20x,2015_BVA_C10_20x,BVA.2015.9.C10,BVA_9_2015,497.05,65,60,2.56,32.53333333,1092.466667,16.23333333,4.166666667,0.025716971,427.6255041,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.2,0.200092098,0.227477807,0.003334868,0.211969594,0.216938624,0.230072208,0.268945893,0.313432195,NA,NA,497.05,15.4,17.5947,16.09616,14.99214286,15.96285714,16.65642857,17.4582,17.94586667,13.44857143,11.72125,14.66559583,13.45584,12.35997024,13.0190873,13.61729167,14.42208333,14.95488889,10.77535714,0.872000143,3.71
453,LAK,2010,8/31/2010,243,C2,No,8,31,20x,2010_LAK_C2_20x,LAK.2010.8.C2,LAK_8_2010,425.6,67,62,2.67,15.60895537,98.3186368,2.010248036,0.411430172,0.008348174,273.915663,0.00455,0.05485,NA,NA,2.105339666,2.341512654,NA,NA,-0.9,-0.4,0.410492616,0.388047024,0.006620849,0.404436077,0.3953945,0.400487286,0.364281479,0.304536678,NA,NA,425.6,9.84,11.8714,NA,12.87642857,13.42857143,14.1375,14.6976,13.55973333,11.49857143,7.54875,9.278919021,NA,10.07842262,10.53623016,11.18388393,11.54145833,10.68775,9.149107143,0.310968571,3.77
454,LAK,2010,8/31/2010,243,C4,No,8,31,20x,2010_LAK_C4_20x,LAK.2010.8.C4,LAK_8_2010,426.71,73,67,4.31,15.60895537,98.3186368,2.010248036,0.411430172,0.008348174,273.915663,0.00455,0.05485,NA,NA,2.105339666,2.341512654,NA,NA,-0.9,-0.4,0.281209253,0.255681003,0.004197153,0.288975657,0.276188423,0.302625827,0.329585483,NA,NA,NA,426.71,9.84,11.8714,NA,12.87642857,13.42857143,14.1375,14.6976,13.55973333,11.49857143,7.54875,9.278919021,NA,10.07842262,10.53623016,11.18388393,11.54145833,10.68775,9.149107143,0.310968571,3.77
455,LAK,2010,8/31/2010,243,C5,No,8,31,20x,2010_LAK_C5_20x,LAK.2010.8.C5,LAK_8_2010,446.36,68,62,2.81,15.60895537,98.3186368,2.010248036,0.411430172,0.008348174,273.915663,0.00455,0.05485,NA,NA,2.105339666,2.341512654,NA,NA,-0.9,-0.4,0.422124076,0.4237745,0.006808453,0.396936336,0.386448988,0.388917074,0.364605836,NA,NA,NA,446.36,9.84,11.8714,NA,12.87642857,13.42857143,14.1375,14.6976,13.55973333,11.49857143,7.54875,9.278919021,NA,10.07842262,10.53623016,11.18388393,11.54145833,10.68775,9.149107143,0.310968571,3.77
456,LAK,2010,8/31/2010,243,C1,No,8,31,20x,2010_LAK_C1_20x,LAK.2010.8.C1,LAK_8_2010,674.28,102,93,9.23,15.60895537,98.3186368,2.010248036,0.411430172,0.008348174,273.915663,0.00455,0.05485,NA,NA,2.105339666,2.341512654,NA,NA,-0.9,-0.4,0.314712072,0.313380446,0.003384001,0.318834451,0.313460968,0.34801478,0.369264821,0.329508538,NA,NA,674.28,9.84,11.8714,NA,12.87642857,13.42857143,14.1375,14.6976,13.55973333,11.49857143,7.54875,9.278919021,NA,10.07842262,10.53623016,11.18388393,11.54145833,10.68775,9.149107143,0.310968571,3.77
457,LAK,2010,8/31/2010,243,C3,No,8,31,20x,2010_LAK_C3_20x,LAK.2010.8.C3,LAK_8_2010,668.89,86,80,6.92,15.60895537,98.3186368,2.010248036,0.411430172,0.008348174,273.915663,0.00455,0.05485,NA,NA,2.105339666,2.341512654,NA,NA,-0.9,-0.4,0.272949937,0.30692656,0.003411874,0.27754025,0.291550695,0.318754034,0.329493262,NA,NA,NA,668.89,9.84,11.8714,NA,12.87642857,13.42857143,14.1375,14.6976,13.55973333,11.49857143,7.54875,9.278919021,NA,10.07842262,10.53623016,11.18388393,11.54145833,10.68775,9.149107143,0.310968571,3.77
505,LAK,2016,9/3/2016,247,C8,No,9,3,20x,2016_LAK_C8_20x,LAK.2016.9.C8,LAK_9_2016,584.58,79,72,5.09,36.375,295.6,9.425,4.55,0.033153096,957.8672069,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,-0.3,0.251671422,0.34646131,0.003495436,0.299066366,0.331154562,0.337952434,0.380517857,0.387838452,0.36051143,NA,584.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83
506,LAK,2016,9/3/2016,247,C2,No,9,3,20x,2016_LAK_C2_20x,LAK.2016.9.C2,LAK_9_2016,473.24,69,64,3.24,36.375,295.6,9.425,4.55,0.033153096,957.8672069,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,-0.3,0.261499239,0.342647833,0.004085926,0.302073535,0.31559082,0.319897872,0.354930156,0.343262577,NA,NA,473.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83
507,LAK,2016,9/3/2016,247,C3,No,9,3,20x,2016_LAK_C3_20x,LAK.2016.9.C3,LAK_9_2016,483.97,65,60,2.42,36.375,295.6,9.425,4.55,0.033153096,957.8672069,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,-0.3,0.273777036,0.285733274,0.004562951,0.279755155,0.313445023,0.317862183,0.366386587,0.348027994,NA,NA,483.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83
508,LAK,2016,9/3/2016,247,C10,No,9,3,_20x,2016_LAK_C10_20x,LAK.2016.9.C10,LAK_9_2016,514.79,75,68,3.91,36.375,295.6,9.425,4.55,0.033153096,957.8672069,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,-0.3,0.331883237,0.363445104,0.004880636,0.34766417,0.357870294,0.382418014,0.382859609,0.368172532,NA,NA,514.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83
509,LAK,2016,9/3/2016,247,C7,No,9,3,20x,2016_LAK_C7_20x,LAK.2016.9.C7,LAK_9_2016,540.85,77,70,4.85,36.375,295.6,9.425,4.55,0.033153096,957.8672069,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,-0.3,0.270086187,0.251574051,0.003858374,0.260830119,0.291405821,0.290258774,0.313895948,0.335772349,NA,NA,540.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83
510,LAK,2016,9/3/2016,247,C5,No,9,3,20x,2016_LAK_C5_20x,LAK.2016.9.C5,LAK_9_2016,527.34,80,73,4.96,36.375,295.6,9.425,4.55,0.033153096,957.8672069,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,-0.3,0.361030632,0.36127446,0.004945625,0.361152546,0.356151566,0.382338878,0.383937571,0.370601259,NA,NA,527.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83
511,LAK,2016,9/3/2016,247,C4,No,9,3,20x,2016_LAK_C4_20x,LAK.2016.9.C4,LAK_9_2016,493.44,81,74,5.73,36.375,295.6,9.425,4.55,0.033153096,957.8672069,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,-0.3,0.275791846,0.318139711,0.003726917,0.296965778,0.299304135,0.29956684,0.322109855,0.322390724,NA,NA,493.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83
512,LAK,2016,9/3/2016,247,C9,No,9,3,20x,2016_LAK_C9_20x,LAK.2016.9.C9,LAK_9_2016,442.09,75,69,4.12,36.375,295.6,9.425,4.55,0.033153096,957.8672069,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,-0.3,0.279483532,0.276338269,0.004050486,0.2779109,0.287298212,0.285087702,0.297514803,NA,NA,NA,442.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83
513,LAK,2016,9/3/2016,247,C6,No,9,3,20x,2016_LAK_C6_20x,LAK.2016.9.C6,LAK_9_2016,547.18,80,74,4.4,36.375,295.6,9.425,4.55,0.033153096,957.8672069,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,-0.3,0.266067045,0.310626263,0.003595501,0.288346654,0.310148519,0.305796343,0.339368278,0.346077934,0.344436332,NA,547.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83
303,ELK,2009,7/23/2009,204,C11,No,7,23,_20x,2009_ELK_C11_20x,ELK.2009.7.C11,ELK_7_2009,396.58,60,54,1.85,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.045374155,842.95,2.816697845,0.4,0.2,0.50737914,NA,0.00939591,0.458286002,0.445153991,0.427647626,NA,NA,NA,NA,396.58,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
304,ELK,2009,7/23/2009,204,C10,No,7,23,_20x,2009_ELK_C10_20x,ELK.2009.7.C10,ELK_7_2009,397.71,56,51,1.45,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.045374155,842.95,2.816697845,0.4,0.2,0.438088659,NA,0.008589974,0.417756523,0.4024114,0.397415702,NA,NA,NA,NA,397.71,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
305,ELK,2009,7/23/2009,204,C4,No,7,23,20x,2009_ELK_C4_20x,ELK.2009.7.C4,ELK_7_2009,425.34,70,65,3,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.045374155,842.95,2.816697845,0.4,0.2,0.524368945,NA,0.008067215,0.508906231,0.528714506,0.509326453,NA,NA,NA,NA,425.34,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
306,ELK,2009,7/23/2009,204,C14,No,7,23,_20x,2009_ELK_C14_20x,ELK.2009.7.C14,ELK_7_2009,513.19,78,71,4.57,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.045374155,842.95,2.816697845,0.4,0.2,0.577579724,NA,0.008134926,0.556102511,0.571133765,0.586659549,0.534927212,NA,NA,NA,513.19,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
307,ELK,2009,7/23/2009,204,C3,No,7,23,20x,2009_ELK_C3_20x,ELK.2009.7.C3,ELK_7_2009,381.81,59,54,1.75,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.045374155,842.95,2.816697845,0.4,0.2,0.381638585,NA,0.007067381,0.409893324,0.416102781,0.417964719,NA,NA,NA,NA,381.81,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
308,ELK,2009,7/23/2009,204,C13,No,7,23,_20x,2009_ELK_C13_20x,ELK.2009.7.C13,ELK_7_2009,429.53,62,56,2.62,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.045374155,842.95,2.816697845,0.4,0.2,0.483214892,NA,0.008628837,0.452346539,0.448474335,0.455485665,NA,NA,NA,NA,429.53,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
309,ELK,2009,7/23/2009,204,C6,No,7,23,20x,2009_ELK_C6_20x,ELK.2009.7.C6,ELK_7_2009,393.92,60,54,1.96,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.045374155,842.95,2.816697845,0.4,0.2,0.394681763,NA,0.007308922,0.400285458,0.405467748,0.406940717,0.336460911,NA,NA,NA,393.92,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
310,ELK,2009,7/23/2009,204,C2,No,7,23,20x,2009_ELK_C2_20x,ELK.2009.7.C2,ELK_7_2009,453.85,71,65,3.69,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.045374155,842.95,2.816697845,0.4,0.2,0.561105434,NA,0.008632391,0.573390973,0.580074546,0.590451751,NA,NA,NA,NA,453.85,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
311,ELK,2009,7/23/2009,204,C8,No,7,23,20x,2009_ELK_C8_20x,ELK.2009.7.C8,ELK_7_2009,352.43,49,44,1.15,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.045374155,842.95,2.816697845,0.4,0.2,0.367651883,NA,0.008355725,0.326727472,0.314592273,0.334153808,0.283845092,NA,NA,NA,352.43,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
312,ELK,2009,7/23/2009,204,C12,No,7,23,_20x,2009_ELK_C12_20x,ELK.2009.7.C12,ELK_7_2009,382.23,57,52,2.21,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.045374155,842.95,2.816697845,0.4,0.2,0.469168355,NA,0.009022468,0.412122446,0.398465239,0.391998146,0.320781827,NA,NA,NA,382.23,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
313,ELK,2009,7/23/2009,204,C5,No,7,23,20x,2009_ELK_C5_20x,ELK.2009.7.C5,ELK_7_2009,420.81,53,49,0.99,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.045374155,842.95,2.816697845,0.4,0.2,0.479961481,NA,0.009795132,0.435224807,0.437744011,0.442214501,NA,NA,NA,NA,420.81,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
314,ELK,2009,7/23/2009,204,C9,No,7,23,20x,2009_ELK_C9_20x,ELK.2009.7.C9,ELK_7_2009,387.45,59,54,2.16,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.045374155,842.95,2.816697845,0.4,0.2,0.415845807,NA,0.007700848,0.404984878,0.423984327,0.428602661,0.345632852,NA,NA,NA,387.45,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
315,ELK,2009,7/23/2009,204,C1,No,7,23,20x,2009_ELK_C1_20x,ELK.2009.7.C1,ELK_7_2009,416.3,65,59,2.36,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.160427363,842.95,2.816697845,0.4,0.2,0.454363629,NA,0.007701078,0.463626429,0.470762527,0.4670393,NA,NA,NA,NA,416.3,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
316,ELK,2009,7/23/2009,204,C15,No,7,23,_20x,2009_ELK_C15_20x,ELK.2009.7.C15,ELK_7_2009,549.39,84,77,5.85,20.49584729,312.8495307,NA,NA,0.033349168,401.1880537,0.0094,0.1176,NA,NA,NA,2.045374155,842.95,2.816697845,0.4,0.2,0.682436521,NA,0.008862812,0.628036014,0.632269423,0.620551986,NA,NA,NA,NA,549.39,18.27,NA,NA,17.47214286,16.68380952,16.60321429,14.06,12.33786667,18.96428571,15.65666667,NA,NA,14.61729167,14.06043651,13.95308036,11.974175,10.10231111,15.86708333,1.066999571,3.95
385,LAK,2004,9/23/2004,267,C3,No,9,23,NA,LAK_C3,LAK.2004.9.C3,LAK_9_2004,489.91,71,65,2.82,54.2485177,271.0882731,4.96471725,0.312645767,0.010810462,850.5004684,NA,0.061849,NA,NA,NA,NA,NA,NA,0.6,0.5,0.280491674,0.410280757,0.004315257,0.241248698,0.235913576,0.256133358,0.306430013,0.335120187,NA,NA,489.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04
386,LAK,2004,9/23/2004,267,C5,No,9,23,NA,LAK_C5,LAK.2004.9.C5,LAK_9_2004,490.46,61,55,2.01,54.2485177,271.0882731,4.96471725,0.312645767,0.010810462,850.5004684,NA,0.061849,NA,NA,NA,NA,NA,NA,0.6,0.5,0.452359091,0.270597083,0.008224711,0.411110391,0.362907922,0.335589352,0.333921726,0.335694463,NA,NA,490.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04
387,LAK,2004,9/23/2004,267,C1,No,9,23,NA,LAK_C1,LAK.2004.9.C1,LAK_9_2004,509.73,77,70,4.42,54.2485177,271.0882731,4.96471725,0.312645767,0.010810462,850.5004684,NA,0.061849,NA,NA,NA,NA,NA,NA,0.6,0.5,0.300007404,0.259774417,0.00428582,0.242315525,0.242864636,0.232538272,0.267834263,0.312356763,NA,NA,509.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04
388,LAK,2004,9/23/2004,267,C2,No,9,23,NA,LAK_C2,LAK.2004.9.C2,LAK_9_2004,485.83,59,54,1.7,54.2485177,271.0882731,4.96471725,0.312645767,0.010810462,850.5004684,NA,0.061849,NA,NA,NA,NA,NA,NA,0.6,0.5,0.309857293,0.376483793,0.005738098,0.283038997,0.299479598,0.309017746,0.335295771,0.362913796,NA,NA,485.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04
445,LAK,2009,8/22/2009,234,C3,No,8,22,20x,2009_LAK_C3_20x,LAK.2009.8.C3,LAK_8_2009,393.61,54,48,1.45,NA,NA,NA,NA,NA,NA,NA,NA,314.5,2.582930337,0.696176153,1.301713484,267.5,2.189018368,0.5,0.4,0.282631382,NA,0.005888154,0.303837431,0.322818639,0.336261407,0.337495951,NA,NA,NA,393.61,15.82,11.0961,NA,13.76714286,14.11047619,14.47464286,14.3432,12.75026667,14.23428571,12.64833333,8.498560688,NA,10.70275492,11.17132074,11.4729846,11.33574638,10.07706425,10.78738095,0.389418286,4.04
446,LAK,2009,8/22/2009,234,C2,No,8,22,20x,2009_LAK_C2_20x,LAK.2009.8.C2,LAK_8_2009,373.35,48,45,1.02,NA,NA,NA,NA,NA,NA,NA,NA,314.5,2.582930337,0.696176153,1.301713484,267.5,2.189018368,0.5,0.4,0.231821045,NA,0.005151579,0.251020883,0.263704524,0.267892805,0.270300411,NA,NA,NA,373.35,15.82,11.0961,NA,13.76714286,14.11047619,14.47464286,14.3432,12.75026667,14.23428571,12.64833333,8.498560688,NA,10.70275492,11.17132074,11.4729846,11.33574638,10.07706425,10.78738095,0.389418286,4.04
447,LAK,2009,8/22/2009,234,C10,No,8,22,_20x,2009_LAK_C10_20x,LAK.2009.8.C10,LAK_8_2009,364.09,57,54,0.93,NA,NA,NA,NA,NA,NA,NA,NA,314.5,2.582930337,0.696176153,1.301713484,267.5,2.189018368,0.5,0.4,0.257578611,NA,0.004769974,0.280641296,0.28980299,0.298602712,0.278692114,NA,NA,NA,364.09,15.82,11.0961,NA,13.76714286,14.11047619,14.47464286,14.3432,12.75026667,14.23428571,12.64833333,8.498560688,NA,10.70275492,11.17132074,11.4729846,11.33574638,10.07706425,10.78738095,0.389418286,4.04
448,LAK,2009,8/22/2009,234,C6,No,8,22,20x,2009_LAK_C6_20x,LAK.2009.8.C6,LAK_8_2009,420.87,55,50,1.74,NA,NA,NA,NA,NA,NA,NA,NA,314.5,2.582930337,0.696176153,1.301713484,267.5,2.189018368,0.5,0.4,0.269930501,NA,0.00539861,0.292042555,0.316510523,0.323762768,0.29781026,NA,NA,NA,420.87,15.82,11.0961,NA,13.76714286,14.11047619,14.47464286,14.3432,12.75026667,14.23428571,12.64833333,8.498560688,NA,10.70275492,11.17132074,11.4729846,11.33574638,10.07706425,10.78738095,0.389418286,4.04
449,LAK,2009,8/22/2009,234,C7,No,8,22,20x,2009_LAK_C7_20x,LAK.2009.8.C7,LAK_8_2009,406.2,46,43,1.04,NA,NA,NA,NA,NA,NA,NA,NA,314.5,2.582930337,0.696176153,1.301713484,267.5,2.189018368,0.5,0.4,0.30468622,NA,0.007085726,0.304823249,0.300424375,0.302818178,NA,NA,NA,NA,406.2,15.82,11.0961,NA,13.76714286,14.11047619,14.47464286,14.3432,12.75026667,14.23428571,12.64833333,8.498560688,NA,10.70275492,11.17132074,11.4729846,11.33574638,10.07706425,10.78738095,0.389418286,4.04
450,LAK,2009,8/22/2009,234,C8,No,8,22,20x,2009_LAK_C8_20x,LAK.2009.8.C8,LAK_8_2009,320.06,46,42,0.87,NA,NA,NA,NA,NA,NA,NA,NA,314.5,2.582930337,0.696176153,1.301713484,267.5,2.189018368,0.5,0.4,0.203724527,NA,0.004850584,0.246081347,0.25022818,0.251337451,0.254754263,NA,NA,NA,320.06,15.82,11.0961,NA,13.76714286,14.11047619,14.47464286,14.3432,12.75026667,14.23428571,12.64833333,8.498560688,NA,10.70275492,11.17132074,11.4729846,11.33574638,10.07706425,10.78738095,0.389418286,4.04
451,LAK,2009,8/22/2009,234,C4,No,8,22,20x,2009_LAK_C4_20x,LAK.2009.8.C4,LAK_8_2009,380.88,57,53,1.57,NA,NA,NA,NA,NA,NA,NA,NA,314.5,2.582930337,0.696176153,1.301713484,267.5,2.189018368,0.5,0.4,0.256476188,NA,0.004839173,0.264072514,0.277433448,0.285180331,0.282206319,NA,NA,NA,380.88,15.82,11.0961,NA,13.76714286,14.11047619,14.47464286,14.3432,12.75026667,14.23428571,12.64833333,8.498560688,NA,10.70275492,11.17132074,11.4729846,11.33574638,10.07706425,10.78738095,0.389418286,4.04
452,LAK,2009,8/22/2009,234,C9,No,8,22,20x,2009_LAK_C9_20x,LAK.2009.8.C9,LAK_8_2009,363.02,44,40,0.89,NA,NA,NA,NA,NA,NA,NA,NA,314.5,2.582930337,0.696176153,1.301713484,267.5,2.189018368,0.5,0.4,0.334546423,NA,0.008363661,0.296090623,0.262894559,0.238103664,0.229574807,NA,NA,NA,363.02,15.82,11.0961,NA,13.76714286,14.11047619,14.47464286,14.3432,12.75026667,14.23428571,12.64833333,8.498560688,NA,10.70275492,11.17132074,11.4729846,11.33574638,10.07706425,10.78738095,0.389418286,4.04
174,CHO,2009,7/29/2009,210,C3,No,7,29,20x,2009_CHO_C3_20x,CHO.2009.7.C3,CHO_7_2009,391.85,60,55,2.28,10.47494419,213.8214156,NA,NA,0.014281744,159.2732543,0.0284,0.04185,NA,NA,NA,2.160427363,296,2.50288037,0.4,0.2,0.394175523,NA,0.007166828,0.38590953,0.361484876,0.348008925,0.287353333,NA,NA,NA,391.85,14.91,NA,NA,15.92071429,15.08904762,14.335,12.5342,10.84013333,15.97428571,10.58041667,NA,NA,10.98342262,10.33420635,9.940133929,8.686158334,7.249583334,11.18726191,0.355890286,4.06
175,CHO,2009,7/29/2009,210,C6,No,7,29,20x,2009_CHO_C6_20x,CHO.2009.7.C6,CHO_7_2009,377.36,59,54,1.71,10.47494419,213.8214156,NA,NA,0.014281744,159.2732543,0.0284,0.04185,NA,NA,NA,2.160427363,296,2.50288037,0.4,0.2,0.394143109,NA,0.007298946,0.394847576,0.362977756,0.348114496,0.286719613,0.245915734,NA,NA,377.36,14.91,NA,NA,15.92071429,15.08904762,14.335,12.5342,10.84013333,15.97428571,10.58041667,NA,NA,10.98342262,10.33420635,9.940133929,8.686158334,7.249583334,11.18726191,0.355890286,4.06
176,CHO,2009,7/29/2009,210,C13,No,7,29,_20x,2009_CHO_C13_20x,CHO.2009.7.C13,CHO_7_2009,337.09,47,44,1,10.47494419,213.8214156,NA,NA,0.014281744,159.2732543,0.0284,0.04185,NA,NA,NA,2.160427363,296,2.50288037,0.4,0.2,0.309830846,NA,0.00704161,0.30073548,0.283269644,0.269398534,0.246472416,NA,NA,NA,337.09,14.91,NA,NA,15.92071429,15.08904762,14.335,12.5342,10.84013333,15.97428571,10.58041667,NA,NA,10.98342262,10.33420635,9.940133929,8.686158334,7.249583334,11.18726191,0.355890286,4.06
177,CHO,2009,7/29/2009,210,C1,No,7,29,20x,2009_CHO_C1_20x,CHO.2009.7.C1,CHO_7_2009,499.8,81,74,6.2,10.47494419,213.8214156,NA,NA,0.014281744,159.2732543,0.0284,0.04185,NA,NA,NA,2.160427363,296,2.50288037,0.4,0.2,0.399274243,NA,0.005395598,0.408642185,0.38982477,0.379076606,0.366567055,0.319454494,NA,NA,499.8,14.91,NA,NA,15.92071429,15.08904762,14.335,12.5342,10.84013333,15.97428571,10.58041667,NA,NA,10.98342262,10.33420635,9.940133929,8.686158334,7.249583334,11.18726191,0.355890286,4.06
178,CHO,2009,7/29/2009,210,C12,No,7,29,_20X,2009_CHO_C12_20X,CHO.2009.7.C12,CHO_7_2009,350.85,50,46,1.3,10.47494419,213.8214156,NA,NA,0.014281744,159.2732543,0.0284,0.04185,NA,NA,NA,2.160427363,296,2.50288037,0.4,0.2,0.30405766,NA,0.006609949,0.297409047,0.28354736,0.284376626,0.234750906,NA,NA,NA,350.85,14.91,NA,NA,15.92071429,15.08904762,14.335,12.5342,10.84013333,15.97428571,10.58041667,NA,NA,10.98342262,10.33420635,9.940133929,8.686158334,7.249583334,11.18726191,0.355890286,4.06
