stream,date,depth,depth_7day average
CHO,9/15/2009,0.392916667,0.30662415
CHO,9/16/2009,0.43375,0.315314626
CHO,9/17/2009,0.352916667,0.298647959
CHO,9/18/2009,0.340416667,0.28287415
CHO,9/19/2009,0.232916667,0.281505102
CHO,9/20/2009,0.326666667,0.321130952
CHO,9/21/2009,0.54375,0.374761905
CHO,9/22/2009,0.549166667,0.397083333
CHO,9/23/2009,0.490833333,0.405238095
CHO,9/24/2009,0.366666667,0.407202381
CHO,9/25/2009,0.3875,0.413928571
CHO,9/26/2009,0.37375,0.434047619
CHO,9/27/2009,0.304166667,0.430833333
CHO,9/28/2009,0.156666667,0.375535714
CHO,9/29/2009,0,0.297083333
CHO,9/30/2009,0.177058824,0.252258403
CHO,10/1/2009,0.352083333,0.25017507
CHO,10/2/2009,0.1825,0.220889356
CHO,10/3/2009,0.026,0.171210784
CHO,10/5/2009,0.134285714,0.146942077
CHO,10/6/2009,0.259583333,0.161644458
CHO,10/7/2009,0.125416667,0.179561124
CHO,10/8/2009,0.159583333,0.177064626
CHO,10/9/2009,0.165,0.150338435
CHO,10/10/2009,0.130833333,0.142957483
CHO,10/11/2009,0.081428571,0.15087585
CHO,10/12/2009,0.048,0.13854932
CHO,10/14/2009,0.200588235,0.130121449
CHO,10/15/2009,0.52,0.186490496
CHO,10/16/2009,0.537083333,0.240419068
CHO,10/17/2009,0.357083333,0.267859544
CHO,10/18/2009,0.157916667,0.271728591
CHO,10/19/2009,0.063333333,0.269143557
CHO,10/20/2009,0.215833333,0.293119748
CHO,10/21/2009,0.284166667,0.305059524
CHO,10/22/2009,0.265,0.268630952
CHO,10/23/2009,0.2275,0.224404762
CHO,10/24/2009,0.211666667,0.203630952
CHO,10/25/2009,0.37875,0.235178571
CHO,10/26/2009,0.239333333,0.260321429
CHO,10/27/2009,0.006666667,0.230440476
CHO,10/28/2009,0.066666667,0.199369048
CHO,10/29/2009,0.27875,0.201333333
CHO,10/30/2009,0.244166667,0.203714286
CHO,10/31/2009,0.309166667,0.217642857
CHO,11/1/2009,0.34625,0.213
CHO,11/2/2009,0.41875,0.238630952
CHO,11/3/2009,0.417083333,0.297261905
CHO,11/4/2009,0.35625,0.338630952
CHO,11/5/2009,0.177272727,0.324134199
CHO,11/6/2009,0.064375,0.298449675
CHO,11/7/2009,0.0675,0.263925866
CHO,11/8/2009,0.195,0.242318723
CHO,11/9/2009,0.450416667,0.246842532
CHO,11/10/2009,0.25125,0.223152056
CHO,11/11/2009,0.136,0.191687771
CHO,11/12/2009,0.045,0.172791667
CHO,11/13/2009,0.323076923,0.209749084
CHO,11/14/2009,0.343157895,0.249128783
CHO,11/15/2009,0.7425,0.327343069
CHO,11/16/2009,0.586666667,0.346807355
CHO,11/17/2009,0.53,0.386628783
CHO,11/18/2009,0.45125,0.431664498
CHO,11/19/2009,0.8025,0.539878783
CHO,11/20/2009,0.3275,0.540510652
CHO,11/21/2009,0.23,0.524345238
CHO,11/22/2009,0.23125,0.451309524
CHO,11/23/2009,0.685,0.465357143
CHO,11/24/2009,0.73625,0.494821429
CHO,11/25/2009,0.744166667,0.536666667
CHO,11/26/2009,0.504166667,0.494047619
CHO,11/27/2009,0.265416667,0.485178571
CHO,11/28/2009,0.454166667,0.517202381
CHO,11/29/2009,0.592083333,0.56875
CHO,11/30/2009,0.55375,0.55
CHO,12/1/2009,0.386666667,0.500059524
CHO,12/2/2009,0.42375,0.454285714
CHO,12/3/2009,0.691666667,0.481071429
CHO,12/4/2009,0.374583333,0.496666667
CHO,12/5/2009,0.088333333,0.444404762
CHO,12/6/2009,0.043333333,0.366011905
CHO,12/7/2009,0.217777778,0.318015873
CHO,1/12/2010,0.047272727,0.269531025
CHO,1/13/2010,0.056363636,0.217047258
CHO,1/14/2010,0.334583333,0.166035354
CHO,1/15/2010,0.332916667,0.160082973
CHO,1/16/2010,0.238,0.181463925
CHO,1/17/2010,0.047142857,0.182008143
CHO,1/19/2010,0.145,0.171611317
CHO,1/20/2010,0.087,0.177286642
CHO,1/21/2010,0.03,0.173520408
CHO,1/22/2010,0.0575,0.133937075
CHO,1/24/2010,0.196,0.114377551
CHO,1/25/2010,0.144166667,0.100972789
CHO,1/27/2010,0.073636364,0.104757576
CHO,1/28/2010,0.532916667,0.160174242
CHO,1/29/2010,0.38375,0.2025671
CHO,1/30/2010,0.200769231,0.226962704
CHO,2/2/2010,0.220714286,0.25027903
CHO,2/7/2010,0.215714286,0.253095357
CHO,2/8/2010,0.255,0.26892869
CHO,2/9/2010,0.039375,0.26403421
CHO,2/10/2010,0.022,0.191046115
CHO,2/11/2010,0.052173913,0.143678102
CHO,2/12/2010,0.035416667,0.120056307
CHO,2/13/2010,0.1625,0.111739981
CHO,2/14/2010,0.15,0.102352226
CHO,2/15/2010,0.078333333,0.07711413
CHO,2/16/2010,0.124583333,0.089286749
CHO,2/17/2010,0.093846154,0.099550486
CHO,2/18/2010,0.179166667,0.117692308
CHO,2/19/2010,0.095555556,0.126283578
CHO,2/20/2010,0.176470588,0.128279376
CHO,2/21/2010,0.118461538,0.123773881
CHO,2/22/2010,0.2375,0.146511977
CHO,2/23/2010,0.305,0.172285786
CHO,2/24/2010,0.110416667,0.174653002
CHO,2/25/2010,0.259583333,0.186141097
CHO,2/26/2010,0.227083333,0.20493078
CHO,2/27/2010,0.036,0.184863553
CHO,2/28/2010,0.028666667,0.172035714
CHO,3/1/2010,0.173333333,0.162869048
CHO,3/2/2010,0.078,0.130440476
CHO,3/4/2010,0.053333333,0.122285714
CHO,3/5/2010,0.015,0.087345238
CHO,3/6/2010,0.113076923,0.071058608
CHO,3/7/2010,0.03,0.070201465
CHO,3/10/2010,0.03,0.070391941
CHO,3/11/2010,0.235,0.079201465
CHO,3/12/2010,0.076363636,0.078967699
CHO,3/13/2010,0.0325,0.075991508
CHO,3/14/2010,0.29173913,0.11552567
CHO,3/15/2010,0.456666667,0.164609919
CHO,3/16/2010,0.393333333,0.216514681
CHO,3/17/2010,0.19875,0.240621824
CHO,3/18/2010,0.105833333,0.222169443
CHO,3/19/2010,0.195,0.239117495
CHO,3/20/2010,0.30625,0.278224638
CHO,3/21/2010,0.225384615,0.268745421
CHO,3/22/2010,0.04,0.209221612
CHO,3/23/2010,0.2425,0.187673993
CHO,3/24/2010,0.292666667,0.201090659
CHO,3/26/2010,0.07,0.195971612
CHO,3/27/2010,0.311666667,0.212638278
CHO,3/28/2010,0.2145,0.199531136
CHO,4/2/2010,0.162,0.19047619
CHO,4/4/2010,0.1475,0.205833333
CHO,4/6/2010,0.071818182,0.181450216
CHO,4/7/2010,0.198333333,0.167974026
CHO,4/8/2010,0.03,0.16225974
CHO,4/9/2010,0.2,0.146307359
CHO,4/10/2010,0.282857143,0.156072665
CHO,4/14/2010,0.02,0.135786951
CHO,4/15/2010,0.119166667,0.131739332
CHO,4/16/2010,0.113684211,0.137720193
CHO,4/17/2010,0.105833333,0.124505908
CHO,4/18/2010,0.145833333,0.141053527
CHO,4/19/2010,0.154583333,0.134565431
CHO,4/20/2010,0.104545455,0.109092333
CHO,4/21/2010,0.054285714,0.113990292
CHO,4/22/2010,0.0875,0.109466483
CHO,4/23/2010,0.268333333,0.131559215
CHO,4/24/2010,0.377083333,0.170309215
CHO,4/25/2010,0.457083333,0.2147735
CHO,4/26/2010,0.350833333,0.242809215
CHO,4/27/2010,0.091538462,0.240951073
CHO,4/29/2010,0.066,0.242624542
CHO,4/30/2010,0.159583333,0.252922161
CHO,5/1/2010,0.086666667,0.22696978
CHO,5/2/2010,0.214583333,0.203755495
CHO,5/3/2010,0.18625,0.165065018
CHO,5/4/2010,0.320833333,0.160779304
CHO,5/5/2010,0.116666667,0.164369048
CHO,5/6/2010,0.255833333,0.191488095
CHO,5/7/2010,0.352083333,0.218988095
CHO,5/8/2010,0.157916667,0.229166667
CHO,5/9/2010,0.085833333,0.21077381
CHO,5/10/2010,0.025,0.187738095
CHO,5/11/2010,0.117333333,0.158666667
CHO,5/12/2010,0.2425,0.176642857
CHO,5/13/2010,0.327083333,0.186821429
CHO,5/14/2010,0.422083333,0.196821429
CHO,5/15/2010,0.489583333,0.244202381
CHO,5/16/2010,0.515416667,0.305571429
CHO,5/17/2010,0.468333333,0.368904762
CHO,5/18/2010,0.533333333,0.428333333
CHO,5/19/2010,0.706666667,0.494642857
CHO,5/20/2010,0.795,0.561488095
CHO,5/21/2010,0.544583333,0.578988095
CHO,5/22/2010,0.343333333,0.558095238
CHO,5/23/2010,0.430833333,0.546011905
CHO,5/24/2010,0.4175,0.53875
CHO,5/25/2010,0.5425,0.540059524
CHO,5/26/2010,0.448333333,0.503154762
CHO,5/27/2010,0.47,0.45672619
CHO,5/28/2010,0.509166667,0.451666667
CHO,5/29/2010,0.714166667,0.504642857
CHO,5/30/2010,0.71625,0.545416667
CHO,5/31/2010,0.657916667,0.579761905
CHO,6/1/2010,0.695,0.601547619
CHO,6/2/2010,0.792083333,0.650654762
CHO,6/3/2010,1.039583333,0.73202381
CHO,6/4/2010,1.449166667,0.866309524
CHO,6/5/2010,2.012916667,1.051845238
CHO,6/6/2010,1.799166667,1.206547619
CHO,6/7/2010,1.5775,1.337916667
CHO,6/8/2010,1.500416667,1.45297619
CHO,6/9/2010,1.245833333,1.517797619
CHO,6/10/2010,1.100416667,1.526488095
CHO,6/11/2010,1.1825,1.488392857
CHO,6/12/2010,1.157083333,1.366130952
CHO,6/13/2010,1.105833333,1.267083333
CHO,6/14/2010,1.03375,1.189404762
CHO,6/15/2010,0.88375,1.101309524
CHO,6/16/2010,0.8525,1.045119048
CHO,6/17/2010,0.98125,1.028095238
CHO,6/18/2010,0.919166667,0.99047619
CHO,6/19/2010,0.8475,0.94625
CHO,6/20/2010,0.86625,0.91202381
CHO,6/21/2010,0.879166667,0.889940476
CHO,6/22/2010,0.935,0.897261905
CHO,6/23/2010,0.959583333,0.912559524
CHO,6/24/2010,0.865,0.895952381
CHO,6/25/2010,0.841666667,0.884880952
CHO,6/26/2010,0.89375,0.891488095
CHO,6/27/2010,0.869166667,0.891904762
CHO,6/28/2010,0.829583333,0.884821429
CHO,6/29/2010,0.75,0.858392857
CHO,6/30/2010,0.702083333,0.821607143
CHO,7/1/2010,0.597083333,0.783333333
CHO,7/2/2010,0.484583333,0.732321429
CHO,7/3/2010,0.609166667,0.691666667
CHO,7/4/2010,0.64125,0.659107143
CHO,7/5/2010,0.58125,0.623630952
CHO,7/6/2010,0.64375,0.608452381
CHO,7/7/2010,0.676666667,0.604821429
CHO,7/8/2010,0.6775,0.616309524
CHO,7/9/2010,0.62,0.635654762
CHO,7/10/2010,0.569583333,0.63
CHO,7/11/2010,0.475833333,0.606369048
CHO,7/12/2010,0.352916667,0.57375
CHO,7/13/2010,0.359583333,0.533154762
CHO,7/14/2010,0.555416667,0.515833333
CHO,7/15/2010,0.617083333,0.507202381
CHO,7/16/2010,0.550833333,0.497321429
CHO,7/17/2010,0.51625,0.489702381
CHO,7/18/2010,0.452083333,0.486309524
CHO,7/19/2010,0.415833333,0.495297619
CHO,7/20/2010,0.385416667,0.498988095
CHO,7/21/2010,0.296666667,0.46202381
CHO,7/22/2010,0.32125,0.419761905
CHO,7/23/2010,0.38125,0.395535714
CHO,7/24/2010,0.435416667,0.383988095
CHO,7/25/2010,0.397916667,0.37625
CHO,7/26/2010,0.354583333,0.3675
CHO,7/27/2010,0.441666667,0.375535714
CHO,7/28/2010,0.447916667,0.397142857
CHO,7/29/2010,0.799565217,0.465473602
CHO,7/30/2010,1.116666667,0.570533126
CHO,7/31/2010,1.02625,0.654937888
CHO,8/1/2010,1.076666667,0.751902174
CHO,8/2/2010,1.130833333,0.862795031
CHO,8/3/2010,1.12375,0.960235507
CHO,8/4/2010,1.115416667,1.05559265
CHO,8/5/2010,1.065416667,1.093571429
CHO,8/6/2010,1.00625,1.077797619
CHO,8/7/2010,0.972916667,1.070178571
CHO,8/8/2010,0.984583333,1.05702381
CHO,8/9/2010,1.030416667,1.042678571
CHO,8/10/2010,1.02125,1.028035714
CHO,8/11/2010,1.055833333,1.01952381
CHO,8/12/2010,1.070416667,1.020238095
CHO,8/13/2010,1.06375,1.028452381
CHO,8/14/2010,1.192916667,1.059880952
CHO,8/15/2010,1.21375,1.092619048
CHO,8/16/2010,1.17,1.112559524
CHO,8/17/2010,1.14625,1.130416667
CHO,8/18/2010,1.095,1.136011905
CHO,8/19/2010,1.07875,1.137202381
CHO,8/20/2010,1.020416667,1.131011905
CHO,8/21/2010,0.969583333,1.099107143
CHO,8/22/2010,1.042916667,1.074702381
CHO,8/23/2010,1.313333333,1.095178571
CHO,8/24/2010,1.30125,1.117321429
CHO,8/25/2010,1.199583333,1.132261905
CHO,8/26/2010,1.018333333,1.123630952
CHO,8/27/2010,0.779375,1.089196429
ELK,8/1/2008,3.183125,
ELK,8/2/2008,3.182083333,
ELK,8/3/2008,3.21125,
ELK,8/4/2008,3.29625,
ELK,8/5/2008,3.327916667,
ELK,8/6/2008,3.315,
ELK,8/7/2008,3.253333333,3.252708333
ELK,8/8/2008,3.222083333,3.258273809
ELK,8/9/2008,3.22125,3.263869048
ELK,8/10/2008,3.252083333,3.269702381
ELK,8/11/2008,3.259166667,3.264404762
ELK,8/12/2008,3.22125,3.249166667
ELK,8/13/2008,3.262916667,3.24172619
ELK,8/14/2008,3.297916667,3.248095238
ELK,8/15/2008,3.277916667,3.256071429
ELK,8/16/2008,3.227083333,3.256904762
ELK,8/17/2008,3.14875,3.242142857
ELK,8/18/2008,3.043333333,3.211309524
ELK,8/19/2008,3.037916667,3.185119048
ELK,8/20/2008,2.995416667,3.146904762
ELK,8/21/2008,3.03625,3.10952381
ELK,8/22/2008,3.215416667,3.100595238
ELK,8/23/2008,3.22625,3.100476191
ELK,8/24/2008,3.132916667,3.098214286
ELK,8/25/2008,2.965416667,3.087083334
ELK,8/26/2008,3.101666667,3.096190476
ELK,8/27/2008,3.15625,3.119166667
ELK,8/28/2008,3.235833333,3.147678572
ELK,8/29/2008,3.089166667,3.129642857
ELK,8/30/2008,2.8325,3.073392857
ELK,8/31/2008,2.82125,3.028869048
ELK,9/1/2008,3.16875,3.057916667
ELK,9/2/2008,3.260416667,3.080595238
ELK,9/3/2008,3.200416667,3.086904762
ELK,9/4/2008,3.155416667,3.075416667
ELK,9/5/2008,3.17375,3.0875
ELK,9/6/2008,3.155833333,3.133690476
ELK,9/7/2008,3.135833333,3.178630952
ELK,9/8/2008,3.068333333,3.164285714
ELK,9/9/2008,2.91125,3.114404762
ELK,9/10/2008,3.045416667,3.092261905
ELK,9/11/2008,3.134166667,3.08922619
ELK,9/12/2008,3.07375,3.074940476
ELK,9/13/2008,3.16875,3.076785714
ELK,9/14/2008,3.29,3.098809524
ELK,9/15/2008,3.314583333,3.133988095
ELK,9/16/2008,3.2425,3.181309524
ELK,9/17/2008,3.184166667,3.201130952
ELK,9/18/2008,3.1775,3.207321429
ELK,9/19/2008,3.105833333,3.211904762
ELK,9/20/2008,3.142916667,3.208214286
ELK,9/21/2008,3.227083333,3.19922619
ELK,9/22/2008,3.23,3.187142857
ELK,9/23/2008,3.305416667,3.196130952
ELK,9/24/2008,3.189583333,3.196904762
ELK,9/25/2008,3.185,3.19797619
ELK,9/26/2008,3.25625,3.219464286
ELK,9/27/2008,3.275,3.238333333
ELK,9/28/2008,3.351666667,3.256130952
ELK,9/29/2008,3.3475,3.272916667
ELK,9/30/2008,3.357083333,3.280297619
ELK,10/1/2008,3.250833333,3.289047619
ELK,10/2/2008,3.044583333,3.268988095
ELK,10/3/2008,2.84625,3.210416667
ELK,10/4/2008,2.885833333,3.154821428
ELK,10/5/2008,3.13,3.123154762
ELK,10/6/2008,3.29875,3.116190476
ELK,10/7/2008,3.2775,3.104821428
ELK,10/8/2008,3.16125,3.092023809
ELK,10/9/2008,2.888333333,3.069702381
ELK,10/10/2008,2.895416667,3.07672619
ELK,10/11/2008,2.858333333,3.072797619
ELK,10/12/2008,3.184166667,3.080535714
ELK,10/13/2008,3.424583333,3.098511905
ELK,10/14/2008,3.298333333,3.101488095
ELK,10/15/2008,3.231666667,3.111547619
ELK,10/16/2008,3.374166667,3.180952381
ELK,10/17/2008,3.319166667,3.241488095
ELK,10/18/2008,3.169583333,3.285952381
ELK,10/19/2008,3.205,3.288928571
ELK,10/20/2008,3.120416667,3.245476191
ELK,10/21/2008,3.42875,3.264107143
ELK,10/22/2008,3.46875,3.297976191
ELK,10/23/2008,3.25125,3.280416667
ELK,10/24/2008,3.271666667,3.273630952
ELK,10/25/2008,3.35625,3.300297619
ELK,10/26/2008,3.490833333,3.341130952
ELK,10/27/2008,3.458333333,3.389404762
ELK,10/28/2008,3.364583333,3.380238095
ELK,10/29/2008,3.22125,3.344880952
ELK,10/30/2008,3.232083333,3.342142857
ELK,10/31/2008,3.274166667,3.3425
ELK,11/1/2008,3.1275,3.309821428
ELK,11/2/2008,3.20625,3.269166667
ELK,11/3/2008,3.005,3.204404762
ELK,11/4/2008,2.902916667,3.138452381
ELK,11/5/2008,3.216666667,3.137797619
ELK,11/6/2008,3.456666667,3.169880953
ELK,11/7/2008,3.37875,3.184821429
ELK,11/8/2008,3.062916667,3.175595238
ELK,11/9/2008,2.942083333,3.137857143
ELK,11/10/2008,3.125833333,3.155119048
ELK,11/11/2008,3.18125,3.194880952
ELK,11/12/2008,3.268333333,3.202261905
ELK,11/13/2008,3.876666667,3.262261905
ELK,11/14/2008,3.795,3.32172619
ELK,11/15/2008,3.614166667,3.40047619
ELK,11/16/2008,3.522916667,3.483452381
ELK,11/17/2008,3.513333333,3.538809524
ELK,11/18/2008,3.3825,3.567559524
ELK,11/19/2008,3.332083333,3.576666667
ELK,11/20/2008,3.198333333,3.479761905
ELK,11/21/2008,3.265,3.404047619
ELK,11/22/2008,3.183333333,3.3425
ELK,11/23/2008,3.442083333,3.330952381
ELK,11/24/2008,3.4675,3.324404762
ELK,11/25/2008,3.408333333,3.328095238
ELK,11/26/2008,3.277916667,3.320357143
ELK,11/27/2008,3.339583333,3.340535714
ELK,11/28/2008,3.338333333,3.351011905
ELK,11/29/2008,3.34125,3.373571428
ELK,11/30/2008,3.359583333,3.361785714
ELK,12/1/2008,3.104166667,3.309880952
ELK,12/2/2008,3.091666667,3.264642857
ELK,12/3/2008,3.184166667,3.25125
ELK,12/4/2008,3.39125,3.258630952
ELK,12/5/2008,3.6125,3.297797619
ELK,12/6/2008,3.374583333,3.302559524
ELK,12/7/2008,3.053333333,3.258809524
ELK,12/8/2008,3.074583333,3.254583333
ELK,12/9/2008,3.530416667,3.317261905
ELK,12/10/2008,3.528333333,3.366428571
ELK,12/11/2008,3.400416667,3.367738095
ELK,12/12/2008,2.74375,3.243630952
ELK,12/13/2008,2.599583333,3.132916667
ELK,12/14/2008,2.929166667,3.115178571
ELK,12/15/2008,3.054166667,3.112261905
ELK,12/16/2008,3.245416667,3.071547619
ELK,12/17/2008,3.22875,3.02875
ELK,12/18/2008,3.0475,2.978333333
ELK,12/19/2008,3.27,3.053511905
ELK,12/20/2008,3.530416667,3.186488095
ELK,12/21/2008,3.274166667,3.23577381
ELK,12/22/2008,3.043333333,3.234226191
ELK,12/23/2008,3.305833333,3.242857143
ELK,12/24/2008,3.16375,3.233571429
ELK,12/25/2008,3.014166667,3.228809524
ELK,12/26/2008,3.546666667,3.268333333
ELK,12/27/2008,3.67875,3.28952381
ELK,12/28/2008,3.805833333,3.36547619
ELK,12/29/2008,3.84,3.479285714
ELK,12/30/2008,4.080833333,3.59
ELK,12/31/2008,3.904166667,3.69577381
ELK,1/1/2009,3.73,3.798035714
ELK,1/2/2009,3.755833333,3.827916667
ELK,1/3/2009,4.215416667,3.904583333
ELK,1/4/2009,4.238333333,3.966369048
ELK,1/5/2009,4.025416667,3.992857143
ELK,1/6/2009,4.155833333,4.003571429
ELK,1/7/2009,4.270833333,4.055952381
ELK,1/8/2009,4.239166667,4.128690476
ELK,1/9/2009,4.70625,4.264464286
ELK,1/10/2009,4.735,4.338690476
ELK,1/11/2009,4.748333333,4.411547619
ELK,1/12/2009,4.776666667,4.518869048
ELK,1/13/2009,4.66125,4.591071429
ELK,1/14/2009,4.599166667,4.637976191
ELK,1/15/2009,4.638333333,4.695
ELK,1/16/2009,4.635,4.684821429
ELK,1/17/2009,4.648333333,4.672440476
ELK,1/18/2009,4.69,4.664107143
ELK,1/19/2009,4.570416667,4.634642857
ELK,1/20/2009,4.355416667,4.590952381
ELK,1/21/2009,4.143333333,4.525833333
ELK,1/22/2009,4.000416667,4.434702381
ELK,1/23/2009,4.042083333,4.35
ELK,1/24/2009,3.804166667,4.229404762
ELK,1/25/2009,3.613333333,4.075595238
ELK,1/26/2009,3.878333333,3.97672619
ELK,1/27/2009,4.0275,3.929880952
ELK,1/28/2009,4.125,3.927261905
ELK,1/29/2009,4.26375,3.964880952
ELK,1/30/2009,4.146666667,3.979821429
ELK,1/31/2009,3.929166667,3.997678571
ELK,2/1/2009,4.066666667,4.062440476
ELK,2/2/2009,4.092083333,4.092976191
ELK,2/3/2009,4.025833333,4.092738095
ELK,2/4/2009,3.829166667,4.050476191
ELK,2/5/2009,3.5125,3.943154762
ELK,2/6/2009,3.49375,3.849880952
ELK,2/7/2009,3.577916667,3.799702381
ELK,2/8/2009,3.17,3.671607143
ELK,2/9/2009,3.088333333,3.528214286
ELK,2/10/2009,3.26625,3.419702381
ELK,2/11/2009,3.365,3.353392857
ELK,2/12/2009,3.384583333,3.335119048
ELK,2/13/2009,3.219583333,3.295952381
ELK,2/14/2009,3.23875,3.2475
ELK,2/15/2009,3.237916667,3.257202381
ELK,2/16/2009,3.035833333,3.249702381
ELK,2/17/2009,3.185416667,3.238154762
ELK,2/18/2009,3.570416667,3.2675
ELK,2/19/2009,3.57375,3.29452381
ELK,2/20/2009,3.439166667,3.325892857
ELK,2/21/2009,3.450416667,3.356130953
ELK,2/22/2009,3.3125,3.366785714
ELK,2/23/2009,3.135833333,3.381071429
ELK,2/24/2009,3.11125,3.370476191
ELK,2/25/2009,2.99875,3.288809524
ELK,2/26/2009,3.050833333,3.214107143
ELK,2/27/2009,3.500416667,3.222857143
ELK,2/28/2009,3.4975,3.229583333
ELK,3/1/2009,3.197083333,3.213095238
ELK,3/2/2009,2.982083333,3.191130952
ELK,3/3/2009,2.886666667,3.159047619
ELK,3/4/2009,2.820833333,3.133630952
ELK,3/5/2009,2.864166667,3.106964286
ELK,3/6/2009,3.028333333,3.039523809
ELK,3/7/2009,3.075,2.979166667
ELK,3/8/2009,2.93875,2.942261905
ELK,3/9/2009,3.02625,2.948571429
ELK,3/10/2009,3.2075,2.994404762
ELK,3/11/2009,3.319166667,3.065595238
ELK,3/12/2009,3.414583333,3.14422619
ELK,3/13/2009,3.270416667,3.178809524
ELK,3/14/2009,2.90625,3.154702381
ELK,3/15/2009,2.885833333,3.147142857
ELK,3/16/2009,3.120833333,3.160654762
ELK,3/17/2009,3.375416667,3.184642857
ELK,3/18/2009,3.385,3.194047619
ELK,3/19/2009,3.137083333,3.154404762
ELK,3/20/2009,2.976666667,3.112440476
ELK,3/21/2009,2.772916667,3.093392857
ELK,3/22/2009,2.752083333,3.074285714
ELK,3/23/2009,3.110833333,3.072857143
ELK,3/24/2009,3.08,3.030654762
ELK,3/25/2009,2.820833333,2.950059524
ELK,3/26/2009,3.170833333,2.954880952
ELK,3/27/2009,3.225,2.990357143
ELK,3/28/2009,2.767083333,2.989523809
ELK,3/29/2009,2.720416667,2.985
ELK,3/30/2009,3.0725,2.979523809
ELK,3/31/2009,2.831666667,2.944047619
ELK,4/1/2009,2.874583333,2.95172619
ELK,4/2/2009,2.62125,2.873214286
ELK,4/3/2009,2.8125,2.814285714
ELK,4/4/2009,3.227916667,2.880119048
ELK,4/5/2009,3.46375,2.986309524
ELK,4/6/2009,3.363333333,3.027857143
ELK,4/7/2009,3.005833333,3.052738095
ELK,4/8/2009,2.715833333,3.030059524
ELK,4/9/2009,2.864583333,3.064821428
ELK,4/10/2009,2.8475,3.069821428
ELK,4/11/2009,3.030416667,3.041607143
ELK,4/12/2009,3.253333333,3.011547619
ELK,4/13/2009,3.0025,2.96
ELK,4/14/2009,2.769583333,2.92625
ELK,4/15/2009,2.925,2.956130952
ELK,4/16/2009,3.282083333,3.015773809
ELK,4/17/2009,3.452916667,3.102261905
ELK,4/18/2009,3.599166667,3.183511905
ELK,4/19/2009,3.728333333,3.251369048
ELK,4/20/2009,3.82625,3.369047619
ELK,4/21/2009,3.845416667,3.522738095
ELK,4/22/2009,3.835416667,3.652797619
ELK,4/23/2009,3.814583333,3.728869048
ELK,4/24/2009,3.75375,3.771845238
ELK,4/25/2009,3.69875,3.786071429
ELK,4/26/2009,3.767916667,3.791726191
ELK,4/27/2009,3.58125,3.756726191
ELK,4/28/2009,3.515416667,3.709583333
ELK,4/29/2009,3.6475,3.682738095
ELK,4/30/2009,3.711666667,3.668035714
ELK,5/1/2009,3.62,3.648928572
ELK,5/2/2009,3.594583333,3.634047619
ELK,5/3/2009,3.692083333,3.623214286
ELK,5/4/2009,3.690833333,3.638869048
ELK,5/5/2009,3.905,3.694523809
ELK,5/6/2009,4.114583333,3.76125
ELK,5/7/2009,4.302083333,3.845595238
ELK,5/8/2009,4.197083333,3.928035714
ELK,5/9/2009,4.148333333,4.007142857
ELK,5/10/2009,4.225416667,4.083333333
ELK,5/11/2009,4.302916667,4.170773809
ELK,5/12/2009,4.371666667,4.237440476
ELK,5/13/2009,4.347083333,4.270654762
ELK,5/14/2009,4.42375,4.288035714
ELK,5/15/2009,4.830416667,4.378511905
ELK,5/16/2009,5.171666667,4.524702381
ELK,5/17/2009,5.494583333,4.706011905
ELK,5/18/2009,5.712083333,4.907321429
ELK,5/19/2009,6.064583333,5.149166667
ELK,5/20/2009,6.25375,5.421547619
ELK,5/21/2009,5.954583333,5.640238095
ELK,5/22/2009,5.836666667,5.783988095
ELK,5/23/2009,5.857916667,5.882023809
ELK,5/24/2009,6.055416667,5.962142857
ELK,5/25/2009,5.947916667,5.995833333
ELK,5/26/2009,5.875833333,5.968869048
ELK,5/27/2009,5.833333333,5.908809524
ELK,5/28/2009,5.823333333,5.890059524
ELK,5/29/2009,5.84125,5.890714286
ELK,5/30/2009,5.76,5.87672619
ELK,5/31/2009,5.740833333,5.831785714
ELK,6/1/2009,5.655833333,5.790059524
ELK,6/2/2009,5.516666667,5.73875
ELK,6/3/2009,5.57625,5.702023809
ELK,6/4/2009,5.395,5.640833333
ELK,6/5/2009,5.137083333,5.540238095
ELK,6/6/2009,5.201666667,5.46047619
ELK,6/7/2009,5.156666667,5.37702381
ELK,6/8/2009,4.8525,5.262261905
ELK,6/9/2009,4.67375,5.141845238
ELK,6/10/2009,4.562916667,4.997083333
ELK,6/11/2009,4.57875,4.880476191
ELK,6/12/2009,4.682083333,4.815476191
ELK,6/13/2009,4.556666667,4.723333333
ELK,6/14/2009,4.637916667,4.649226191
ELK,6/15/2009,4.580833333,4.610416667
ELK,6/16/2009,4.575,4.596309524
ELK,6/17/2009,4.51,4.58875
ELK,6/18/2009,4.360416667,4.557559524
ELK,6/19/2009,4.1125,4.476190476
ELK,6/20/2009,4.067916667,4.406369048
ELK,6/21/2009,4.203333333,4.344285714
ELK,6/22/2009,4.294166667,4.303333333
ELK,6/23/2009,4.12375,4.238869048
ELK,6/24/2009,4.03625,4.171190476
ELK,6/25/2009,3.963333333,4.114464286
ELK,6/26/2009,3.945,4.090535714
ELK,6/27/2009,4.052916667,4.088392857
ELK,6/28/2009,3.924166667,4.048511905
ELK,6/29/2009,3.775416667,3.974404762
ELK,6/30/2009,3.715,3.916011905
ELK,7/1/2009,3.732916667,3.872678572
ELK,7/2/2009,3.7225,3.83827381
